term,combined score,date,score category
take,7.693742867268046,1992,unique neutral score
non,7.003911717461916,1992,unique neutral score
human,6.633361703366277,1992,unique neutral score
president,6.488711659621273,1992,unique neutral score
honour,6.14174780556791,1992,unique neutral score
south african,6.062012959534759,1992,unique neutral score
racial,5.926667285314161,1992,unique neutral score
security,5.924726258089281,1992,unique neutral score
society,5.920959778153045,1992,unique neutral score
war,5.749198715776614,1992,unique neutral score
appreciation,5.628806870332401,1992,unique neutral score
continue,5.616372455812726,1992,unique neutral score
need,5.421007782117051,1992,unique neutral score
help,5.386051879415464,1992,unique neutral score
lives,5.325105156112878,1992,unique neutral score
address,5.317780908862466,1992,unique neutral score
pleasure,4.94596852121963,1992,unique neutral score
cannot,15.756475828500513,1992,unique high sentiment score
struggle,15.631555287605876,1992,unique high sentiment score
clear,15.170732842964329,1992,unique high sentiment score
hope,12.052901842993371,1992,unique high sentiment score
power,10.228227724284078,1992,unique high sentiment score
accept,10.166781772154756,1992,unique high sentiment score
commitment,9.561872139310404,1992,unique high sentiment score
future,8.774373265094345,1992,unique high sentiment score
matter,8.306210114536812,1992,unique high sentiment score
time,8.157334793300603,1992,unique high sentiment score
first,8.10279949199419,1992,unique high sentiment score
police,8.077243694914104,1992,unique high sentiment score
united,7.949166823503635,1992,unique high sentiment score
become,7.681422436849184,1992,unique high sentiment score
therefore,7.602788097893877,1992,unique high sentiment score
role,7.507284886360808,1992,unique high sentiment score
years,7.489599007816053,1992,unique high sentiment score
