term,combined score,date,score category
children,13.182691968445427,2003,unique neutral score
south,10.668528180338702,2003,unique neutral score
education,9.319217297444789,2003,unique neutral score
future,7.936048940861712,2003,unique neutral score
together,7.601519815894496,2003,unique neutral score
south africa,7.393826450410474,2003,unique neutral score
anc,6.777659255713592,2003,unique neutral score
national,6.7399156660689545,2003,unique neutral score
million,6.036621941492794,2003,unique neutral score
going,6.015924691383878,2003,unique neutral score
south african,5.538592574427388,2003,unique neutral score
continue,4.425727505026084,2003,unique neutral score
go,4.14400868940142,2003,unique neutral score
always,4.116573549862656,2003,unique neutral score
example,4.089786322347222,2003,unique neutral score
lives,3.988062458038225,2003,unique neutral score
build,3.975470096229465,2003,unique neutral score
look,3.953025372045913,2003,unique neutral score
building,3.919571597483652,2003,unique neutral score
cape,3.871944084743855,2003,unique neutral score
question,3.831681432358886,2003,unique neutral score
organisation,3.779142905337,2003,unique neutral score
project,3.5044401507010745,2003,unique neutral score
business,3.452546957683829,2003,unique neutral score
women,3.435585135009158,2003,unique neutral score
public,3.3551450461592074,2003,unique neutral score
democracy,7.409313263189509,2004,unique high sentiment score
non,4.814148411714756,2004,unique high sentiment score
development,4.314815543041641,2004,unique high sentiment score
campaign,4.123152419667152,2004,unique high sentiment score
partnership,3.6865003562206735,2004,unique high sentiment score
continent,3.639310975051268,2004,unique high sentiment score
president,3.390095500095601,2004,unique high sentiment score
democratic,3.295294875143781,2004,unique high sentiment score
investment,2.800351327433019,2004,unique high sentiment score
long,2.7269794264533744,2004,unique high sentiment score
common,2.539708411681378,2004,unique high sentiment score
nation,2.4944220087922906,2004,unique high sentiment score
constitution,2.4078323785598585,2004,unique high sentiment score
apartheid,2.2864597658660504,2004,unique high sentiment score
order,2.2265054182603072,2004,unique high sentiment score
live,2.087188837259905,2004,unique high sentiment score
young,2.068748585634615,2004,unique high sentiment score
years,2.0387230194639927,2004,unique high sentiment score
call,1.9096469024314389,2004,unique high sentiment score
government,1.8924175507977252,2004,unique high sentiment score
every,1.859008926200759,2004,unique high sentiment score
nations,1.8250465903354407,2004,unique high sentiment score
towards,1.8031374732604808,2004,unique high sentiment score
yet,1.7279435980319993,2004,unique high sentiment score
already,1.721217846248761,2004,unique high sentiment score
racial,1.7095524020411157,2004,unique high sentiment score
