term,combined score,date,score category
mandela,2.0,2009,unique neutral score
world,1.6869535956081587,2009,unique neutral score
make,1.6856244299921777,2009,unique neutral score
south africa,1.3732278851528337,2009,unique neutral score
africa,1.3001593097419062,2009,unique neutral score
south,1.1820791610587251,2009,unique neutral score
people,1.1598116389901365,2009,unique neutral score
role,0.7901947494155737,2009,unique neutral score
working,0.7785174150089041,2009,unique neutral score
become,0.7543353045583556,2009,unique neutral score
years,0.7267012849039297,2009,unique neutral score
organisation,0.7232089362257205,2009,unique neutral score
live,0.6990007424744664,2009,unique neutral score
future,0.6844206607714245,2009,unique neutral score
countries,0.5853680836995987,2009,unique neutral score
leaders,0.5620629504564961,2009,unique neutral score
responsibility,0.5008543862909904,2009,unique neutral score
task,0.4966944900004651,2009,unique neutral score
conference,0.4945396409006433,2009,unique neutral score
democratic,0.4836024715247942,2009,unique neutral score
place,0.4680418449098376,2009,unique neutral score
take,0.4419548013539346,2009,unique neutral score
time,0.4018273865998005,2009,unique neutral score
new,0.3816414184477775,2009,unique neutral score
society,3.422146302155932,2010,unique high sentiment score
need,1.8882230267906397,2010,unique high sentiment score
struggle,1.878419004368313,2010,unique high sentiment score
today,1.5664123645250094,2010,unique high sentiment score
yet,1.378365826507018,2010,unique high sentiment score
building,1.335246373361226,2010,unique high sentiment score
co,1.221515831949475,2010,unique high sentiment score
achieve,1.142020402479312,2010,unique high sentiment score
two,1.0673041536169574,2010,unique high sentiment score
government,1.0,2010,unique high sentiment score
experience,0.7757648462814903,2010,unique high sentiment score
leadership,0.7627782065001825,2010,unique high sentiment score
different,0.7081313650915405,2010,unique high sentiment score
level,0.7060807105236564,2010,unique high sentiment score
transformation,0.6931760189548822,2010,unique high sentiment score
community,0.6815575256899107,2010,unique high sentiment score
liberation,0.6554439981071767,2010,unique high sentiment score
taken,0.6454201675065461,2010,unique high sentiment score
areas,0.6210092519229963,2010,unique high sentiment score
challenge,0.6018756316733465,2010,unique high sentiment score
matter,0.5979307745017561,2010,unique high sentiment score
even,0.5775709035359657,2010,unique high sentiment score
able,0.5571786834561889,2010,unique high sentiment score
common,0.5561095020185649,2010,unique high sentiment score
nation,0.5399476511847623,2010,unique high sentiment score
life,0.501415030928988,2010,unique high sentiment score
sector,0.3893421075119906,2010,unique high sentiment score
social,0.3327874828736607,2010,unique high sentiment score
cannot,0.3107339144143746,2010,unique high sentiment score
economic,0.2968002622780297,2010,unique high sentiment score
development,0.2700936122988345,2010,unique high sentiment score
