term,combined score,date,score category
end,2.0,2007,unique neutral score
continue,1.3187065669390066,2007,unique neutral score
peace,1.2684678257576865,2007,unique neutral score
organisation,1.2000799679700234,2007,unique neutral score
force,1.0178479510749787,2007,unique neutral score
together,0.9495655937765912,2007,unique neutral score
opportunities,0.939103726202594,2007,unique neutral score
still,0.9366831093059548,2007,unique neutral score
others,0.91260241138679,2007,unique neutral score
democracy,0.9090136232993756,2007,unique neutral score
general,0.8934802840730356,2007,unique neutral score
social,0.8689957248273287,2007,unique neutral score
making,0.8148877031090104,2007,unique neutral score
thank,6.326479283651194,2007,unique high sentiment score
become,2.053957237507112,2007,unique high sentiment score
share,1.571168672256079,2007,unique high sentiment score
challenges,1.4874400313717395,2007,unique high sentiment score
right,1.4787906781003295,2007,unique high sentiment score
build,1.4474969666131328,2007,unique high sentiment score
problem,1.2934657622574148,2007,unique high sentiment score
take,1.2850550822902558,2007,unique high sentiment score
welcome,1.2366716443730423,2007,unique high sentiment score
problems,1.172940479107161,2007,unique high sentiment score
fear,1.155062060957213,2007,unique high sentiment score
need,1.145267716158792,2007,unique high sentiment score
always,1.1134488251751389,2007,unique high sentiment score
