term,combined score,date,score category
work,1.0,1952,unique neutral score
still,0.7683065120737328,1952,unique neutral score
anc,0.7469269905431846,1952,unique neutral score
first,0.6400821068465319,1952,unique neutral score
non,0.5651413491511431,1952,unique neutral score
action,4.880340460172409,1953,unique high sentiment score
africa,4.151120775445394,1953,unique high sentiment score
education,3.385361784833492,1953,unique high sentiment score
conference,2.280213703575159,1953,unique high sentiment score
campaign,2.2125228843892657,1953,unique high sentiment score
african,2.1452121841391216,1953,unique high sentiment score
new,1.995274285629712,1953,unique high sentiment score
land,1.8439087899148812,1953,unique high sentiment score
organisation,1.8382134767926792,1953,unique high sentiment score
year,1.7745793899523008,1953,unique high sentiment score
every,1.7016291501778775,1953,unique high sentiment score
right,1.6545426195359152,1953,unique high sentiment score
children,1.6156004341451138,1953,unique high sentiment score
today,1.5656505595623744,1953,unique high sentiment score
continent,1.5634855027893269,1953,unique high sentiment score
policies,1.5224696915399667,1953,unique high sentiment score
power,1.4551197376651808,1953,unique high sentiment score
business,1.3836426490600733,1953,unique high sentiment score
trade,1.3324536544595154,1953,unique high sentiment score
political,1.324471199180388,1953,unique high sentiment score
bring,1.3225499255776447,1953,unique high sentiment score
forces,1.258812717692837,1953,unique high sentiment score
meet,1.1759018230101763,1953,unique high sentiment score
different,1.1636237778810123,1953,unique high sentiment score
white,1.0594955953144811,1953,unique high sentiment score
women,1.0526431145279602,1953,unique high sentiment score
organisations,1.017649468079949,1953,unique high sentiment score
human,1.0,1953,unique high sentiment score
national,0.995626162776275,1953,unique high sentiment score
past,0.9640772204484545,1953,unique high sentiment score
long,0.8832065408420746,1953,unique high sentiment score
south africa,0.88105991048285,1953,unique high sentiment score
cannot,0.8271611061705576,1953,unique high sentiment score
struggle,0.790652670266611,1953,unique high sentiment score
south,0.7586179863172353,1953,unique high sentiment score
movement,0.7286110234124181,1953,unique high sentiment score
including,0.7138722709688886,1953,unique high sentiment score
another,0.7029316445642929,1953,unique high sentiment score
mandela,0.6951869193999994,1953,unique high sentiment score
parliament,0.6739965960854706,1953,unique high sentiment score
end,0.6670434486642263,1953,unique high sentiment score
