term,combined score,date,score category
local,40.44630173216103,1996,unique neutral score
ons,30.24786691152729,1996,unique neutral score
education,29.489125708984727,1996,unique neutral score
en,26.01633871132453,1996,unique neutral score
two,25.56272283463713,1996,unique neutral score
communities,25.386781723528788,1996,unique neutral score
make,22.009860218695422,1996,unique neutral score
history,21.46169034700154,1996,unique neutral score
co,20.94694221091504,1996,unique neutral score
gentlemen,20.894660166017434,1996,unique neutral score
programme,20.767727287448235,1996,unique neutral score
constitution,20.51861107014781,1996,unique neutral score
long,20.30058013076455,1996,unique neutral score
needs,19.307802555593383,1996,unique neutral score
continue,19.041758242878583,1996,unique neutral score
cape,18.198134527091877,1996,unique neutral score
every,17.710262448810234,1996,unique neutral score
south african,17.568245317163296,1996,unique neutral score
local government,17.011399104628143,1996,unique neutral score
political,20.488731544682416,1997,unique high sentiment score
region,19.120009981269707,1997,unique high sentiment score
projects,17.862408078147197,1997,unique high sentiment score
call,17.69358833157077,1997,unique high sentiment score
need,16.879730884799578,1997,unique high sentiment score
past,16.769252473817613,1997,unique high sentiment score
address,16.071948046406956,1997,unique high sentiment score
become,15.743757113543902,1997,unique high sentiment score
within,15.549673231697929,1997,unique high sentiment score
southern,15.542122361315434,1997,unique high sentiment score
relations,15.531020164288488,1997,unique high sentiment score
economic,15.419977569500984,1997,unique high sentiment score
africas,15.360648106737507,1997,unique high sentiment score
issues,15.334813378171782,1997,unique high sentiment score
mandela,15.31165532072978,1997,unique high sentiment score
public,15.297228771236185,1997,unique high sentiment score
indeed,14.999937131576637,1997,unique high sentiment score
task,14.853473714066949,1997,unique high sentiment score
place,14.582671491410524,1997,unique high sentiment score
