term,combined score,date,score category
nation,12.562668434771805,1999,unique neutral score
society,11.19286176125961,1999,unique neutral score
public,10.890033906204478,1999,unique neutral score
needs,10.477765394429282,1999,unique neutral score
take,9.209388991458743,1999,unique neutral score
president,9.153433831467725,1999,unique neutral score
democratic,9.14625739418276,1999,unique neutral score
another,8.721580383446593,1999,unique neutral score
process,8.63666323093318,1999,unique neutral score
democracy,8.120550438983727,1999,unique neutral score
building,7.9069660830023905,1999,unique neutral score
parliament,7.64020865404499,1999,unique neutral score
partnership,7.192726820024853,1999,unique neutral score
yet,7.178461140284598,1999,unique neutral score
visit,7.093761079800903,1999,unique neutral score
community,6.986793240229521,1999,unique neutral score
given,6.71485845419763,1999,unique neutral score
far,6.67344374903365,1999,unique neutral score
indeed,6.6455587179557085,1999,unique neutral score
history,6.641423531858996,1999,unique neutral score
things,6.601592948729173,1999,unique neutral score
cape,6.547987514208058,1999,unique neutral score
others,6.51248170232632,1999,unique neutral score
within,6.452849275024347,1999,unique neutral score
en,6.318597938258167,1999,unique neutral score
peoples,6.284132688717059,1999,unique neutral score
mandela,12.001939295303623,2000,unique high sentiment score
leadership,7.539227496759829,2000,unique high sentiment score
economic,7.285674462867452,2000,unique high sentiment score
make,7.046598059864521,2000,unique high sentiment score
together,6.943215332994932,2000,unique high sentiment score
future,5.8567011020498825,2000,unique high sentiment score
continent,5.577082940414938,2000,unique high sentiment score
leaders,5.4462616555422345,2000,unique high sentiment score
end,5.355433945623881,2000,unique high sentiment score
conference,5.299220766803815,2000,unique high sentiment score
work,5.218194031502831,2000,unique high sentiment score
young,5.033144099011274,2000,unique high sentiment score
past,4.577218397199897,2000,unique high sentiment score
congress,4.54113786103966,2000,unique high sentiment score
resources,4.527851422396527,2000,unique high sentiment score
example,4.5251678666575526,2000,unique high sentiment score
political,4.433762666722186,2000,unique high sentiment score
task,4.329335722730421,2000,unique high sentiment score
use,4.274622670601048,2000,unique high sentiment score
point,4.273744169655085,2000,unique high sentiment score
responsibility,4.246085456942165,2000,unique high sentiment score
social,4.068708886338737,2000,unique high sentiment score
children,3.974196898436385,2000,unique high sentiment score
question,3.829179500377847,2000,unique high sentiment score
even,3.744047551499401,2000,unique high sentiment score
youth,3.7351015644820222,2000,unique high sentiment score
