term,combined score,date,score category
president,1.5379798251096408,2006,unique neutral score
new,1.3926730771847469,2006,unique neutral score
apartheid,1.212965083850826,2006,unique neutral score
african,1.1772162597301488,2006,unique neutral score
friends,1.1001800882709651,2006,unique neutral score
join,1.0735538943831937,2006,unique neutral score
time,1.0499882328409504,2006,unique neutral score
pride,0.9820104180675816,2006,unique neutral score
build,0.9005056950220188,2006,unique neutral score
every,0.797218598454378,2006,unique neutral score
building,0.795264996533142,2006,unique neutral score
africans,0.737242323712269,2006,unique neutral score
leaders,0.6380273976574969,2006,unique neutral score
two,0.5766872167676911,2006,unique neutral score
bring,0.5615713151155275,2006,unique neutral score
crime,0.5330116964459539,2006,unique neutral score
long,2.00524937477872,2006,unique high sentiment score
enjoy,1.8149167487098368,2006,unique high sentiment score
even,1.655151755097945,2006,unique high sentiment score
women,1.6307563884102172,2006,unique high sentiment score
within,1.3888610406067694,2006,unique high sentiment score
address,1.3022985380148568,2006,unique high sentiment score
welcome,1.2549583749805104,2006,unique high sentiment score
still,1.225856001300171,2006,unique high sentiment score
difficult,1.1755449065017536,2006,unique high sentiment score
human rights,1.1030752014547036,2006,unique high sentiment score
honoured,1.0810820760351307,2006,unique high sentiment score
challenge,1.0312392292772845,2006,unique high sentiment score
racial,1.0,2006,unique high sentiment score
fear,1.0,2006,unique high sentiment score
take,1.0,2006,unique high sentiment score
action,0.9493704337239378,2006,unique high sentiment score
