term,combined score,date,score category
communities,2.737581387488506,2010,unique neutral score
co,1.8641309047299288,2010,unique neutral score
level,1.0914409444575046,2010,unique neutral score
building,1.0487516159797252,2010,unique neutral score
two,1.0341544230236863,2010,unique neutral score
transformation,1.0260217021046558,2010,unique neutral score
political,1.001890221973284,2010,unique neutral score
today,0.7972206324344381,2010,unique neutral score
programmes,0.7319306952013234,2010,unique neutral score
different,0.696839063248506,2010,unique neutral score
taken,0.6430007406524343,2010,unique neutral score
areas,0.6180287903832836,2010,unique neutral score
even,0.5854270416293774,2010,unique neutral score
able,0.5680740429198646,2010,unique neutral score
common,0.5607823876083506,2010,unique neutral score
within,0.5559829200359232,2010,unique neutral score
life,0.5064386332477407,2010,unique neutral score
sector,0.4191262681870958,2010,unique neutral score
every,0.3797361457380135,2010,unique neutral score
cannot,0.3312557882343581,2010,unique neutral score
economic,0.2961180088780358,2010,unique neutral score
nation,0.2901689256137591,2010,unique neutral score
national,0.2650394606877735,2010,unique neutral score
anc,0.2602403036859657,2010,unique neutral score
international,1.2126577122807294,2011,unique high sentiment score
world,1.0674126151835974,2011,unique high sentiment score
african,0.6191901973099404,2011,unique high sentiment score
situation,0.5859488295689681,2011,unique high sentiment score
point,0.5851028730916717,2011,unique high sentiment score
place,0.577016490893439,2011,unique high sentiment score
bring,0.5606412373582836,2011,unique high sentiment score
continent,0.516370417334445,2011,unique high sentiment score
economy,0.4626920636107191,2011,unique high sentiment score
people,0.4418631514472749,2011,unique high sentiment score
region,0.4263294958733217,2011,unique high sentiment score
problems,0.4194538249220484,2011,unique high sentiment score
take,0.3642043851463364,2011,unique high sentiment score
process,0.3553312751533687,2011,unique high sentiment score
