term,combined score,date,score category
african,26.080385446949087,1998,unique neutral score
year,22.65992227847721,1998,unique neutral score
past,20.7269000783124,1998,unique neutral score
building,19.451310811081854,1998,unique neutral score
together,17.45672454409549,1998,unique neutral score
communities,17.183997705882646,1998,unique neutral score
make,16.310770799300546,1998,unique neutral score
economic,15.870579820758437,1998,unique neutral score
children,15.00529888990269,1998,unique neutral score
co,13.804759133926773,1998,unique neutral score
region,13.772564945350664,1998,unique neutral score
social,13.531006932799706,1998,unique neutral score
south african,13.52132469019655,1998,unique neutral score
political,13.385099437387815,1998,unique neutral score
build,12.18134536948244,1998,unique neutral score
therefore,12.00954358755417,1998,unique neutral score
rights,11.938853009124376,1998,unique neutral score
become,11.916925568247343,1998,unique neutral score
services,11.551291781539073,1998,unique neutral score
project,11.382869870158665,1998,unique neutral score
apartheid,10.574319643655048,1999,unique high sentiment score
democratic,9.992313437268349,1999,unique high sentiment score
human,9.510338344872858,1999,unique high sentiment score
experience,8.833114510145478,1999,unique high sentiment score
process,8.797454687458982,1999,unique high sentiment score
yet,8.707283809736966,1999,unique high sentiment score
every,8.160490104192318,1999,unique high sentiment score
long,7.914006087966795,1999,unique high sentiment score
south africans,7.662330308689578,1999,unique high sentiment score
another,7.468766814202583,1999,unique high sentiment score
africans,7.32125371305205,1999,unique high sentiment score
even,7.197685174600435,1999,unique high sentiment score
parliament,7.071467630369602,1999,unique high sentiment score
within,6.952768487072979,1999,unique high sentiment score
things,6.949187923397445,1999,unique high sentiment score
leaders,6.683697539369501,1999,unique high sentiment score
task,6.536851883507244,1999,unique high sentiment score
visit,6.485861610289411,1999,unique high sentiment score
call,6.438352903130186,1999,unique high sentiment score
en,6.324173753802099,1999,unique high sentiment score
